time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-02-18T12:29:49.860Z,35.7824,-97.4501,5,2.8,mb_lg,,95,0.014,0.65,us,usc000msne,2014-02-18T16:42:34.976Z,"10km SSW of Guthrie, Oklahoma",earthquake
2014-02-18T12:16:43.980Z,35.7989,-97.4554,5,3.3,mb_lg,,101,0.002,0.87,us,usc000msmq,2014-02-19T02:33:45.459Z,"9km SSW of Guthrie, Oklahoma",earthquake
2014-02-18T11:58:17.020Z,36.7967,71.3803,171.13,4.3,mb,,75,2.947,1.22,us,usc000msmk,2014-02-18T20:00:45.085Z,"18km NW of Ashkasham, Afghanistan",earthquake
2014-02-18T11:55:30.000Z,59.6799,-153.1597,102,2.8,ml,92,89.9999928000006,0.2802744,0.56,ak,ak11166338,2014-02-20T18:46:44.857Z,"75km W of Anchor Point, Alaska",earthquake
2014-02-18T11:53:51.340Z,35.779,-97.4478,5,3.8,mb_lg,,88,0.018,0.53,us,usc000msmc,2014-02-19T01:58:30.642Z,"11km S of Guthrie, Oklahoma",earthquake
2014-02-18T11:22:30.000Z,59.995,-153.4458,140.4,2.6,ml,84,100.799991936001,0.1913412,0.54,ak,ak11166316,2014-02-20T18:47:46.289Z,"67km SW of Redoubt Volcano, Alaska",earthquake
2014-02-18T11:19:20.000Z,53.3082,-163.9324,21.4,2.5,ml,17,244.799980416002,1.223505,0.52,ak,ak11167793,2014-02-21T02:54:02.973Z,"152km SE of Akutan, Alaska",earthquake
2014-02-18T11:08:36.900Z,44.7228,-110.638,6.8,2.9,Ml,,126,0.02694946,0.15,uu,uu60056717,2014-02-18T19:11:12.835Z,"32km NNE of Old Faithful Geyser, Wyoming",earthquake
2014-02-18T10:59:52.000Z,53.2604,-163.8726,32.2,3.3,ml,27,208.799983296001,1.280998,0.37,ak,ak11166307,2014-02-21T02:54:45.147Z,"158km SE of Akutan, Alaska",earthquake
2014-02-18T10:47:47.000Z,53.823,-165.5193,70,3.1,ml,27,187.199985024001,0.3045289,0.31,ak,ak11166292,2014-02-20T18:42:15.022Z,"38km SSE of Akutan, Alaska",earthquake
2014-02-18T10:12:12.700Z,-4.8754,153.7951,79.16,5.6,mb,,37,7.006,0.99,us,usc000mslg,2014-02-18T18:14:45.887Z,"95km ESE of Taron, Papua New Guinea",earthquake
2014-02-18T09:59:55.400Z,-34.9026,-179.7485,10,4.7,mb,,214,3.084,1.02,us,usc000msl8,2014-02-18T18:02:29.657Z,"South of the Kermadec Islands",earthquake
2014-02-18T09:27:13.490Z,14.6511,-58.9478,16.86,6.5,mww,,30,1.611,0.94,us,usc000mskt,2014-02-22T00:17:38.773Z,"170km NNE of Bathsheba, Barbados",earthquake
2014-02-18T09:04:56.700Z,18.8456,-67.1464,26,3.1,Md,8,284.4,0.37729242,0.27,pr,pr14049002,2014-02-18T17:07:28.531Z,"39km N of San Antonio, Puerto Rico",earthquake
2014-02-18T08:42:17.000Z,53.4171,-163.5956,28.4,2.5,ml,15,241.199980704002,1.262133,0.34,ak,ak11167787,2014-02-21T02:53:41.740Z,"160km S of False Pass, Alaska",earthquake
2014-02-18T08:14:42.500Z,-34.9454,-179.362,29.66,5.3,mb,,65,3.22,1.2,us,usc000msj8,2014-02-18T16:17:08.846Z,"South of the Kermadec Islands",earthquake
2014-02-18T07:15:33.800Z,36.4958,-97.0849,5,2.6,mb_lg,,133,0.724,0.68,us,usc000msib,2014-02-18T20:21:50.153Z,"20km SSW of McCord, Oklahoma",earthquake
2014-02-18T05:23:36.500Z,19.1555,-66.8896,23,2.9,Md,20,273.6,0.71505897,0.31,pr,pr14049001,2014-02-18T13:26:12.387Z,"73km N of Isabela, Puerto Rico",earthquake
2014-02-18T04:13:04.000Z,53.4463,-163.5994,20,3.2,ml,27,205.199983584001,1.176793,0.75,ak,ak11166214,2014-02-21T02:54:24.325Z,"156km S of False Pass, Alaska",earthquake
2014-02-18T03:59:08.810Z,35.7654,-97.4593,5,2.6,mb_lg,,72,0.031,0.62,us,usc000mta9,2014-02-19T08:31:40.000Z,"12km N of Edmond, Oklahoma",earthquake
2014-02-18T03:34:12.330Z,1.8249,122.9203,35,5.5,mb,,76,2.851,1.13,us,usc000msg6,2014-02-18T15:56:27.000Z,"108km NNW of Boroko, Indonesia",earthquake
2014-02-18T03:11:19.360Z,35.7833,-97.4961,5,2.6,mb_lg,,97,0.036,0.58,us,usc000mta4,2014-02-19T08:19:01.871Z,"12km SSW of Guthrie, Oklahoma",earthquake
2014-02-18T02:44:10.940Z,35.7942,-97.4507,9.46,2.7,mb_lg,,110,0.004,0.45,us,usc000msfq,2014-02-19T03:20:28.490Z,"9km SSW of Guthrie, Oklahoma",earthquake
2014-02-18T02:12:45.000Z,50.5143,-175.2696,6,3,ml,13,251.999979840002,1.524441,0.5,ak,ak11166196,2014-02-20T18:47:06.253Z,"180km SSE of Adak, Alaska",earthquake
2014-02-18T01:34:27.000Z,63.6445,-149.564,121.6,3.2,ml,97,25.1999979840002,0.2901558,0.62,ak,ak11166183,2014-02-21T02:55:26.752Z,"37km SW of Healy, Alaska",earthquake
2014-02-18T01:27:32.000Z,53.4186,-163.5984,25.8,2.9,ml,21,230.399981568001,1.201048,0.47,ak,ak11166181,2014-02-21T02:55:05.875Z,"159km S of False Pass, Alaska",earthquake
2014-02-18T01:06:01.000Z,50.4271,-175.2864,31,2.8,ml,12,287.999976960002,1.606188,0.22,ak,ak11166178,2014-02-20T18:46:22.676Z,"187km SSE of Adak, Alaska",earthquake
2014-02-17T23:55:48.000Z,53.612,-163.739,85.7,2.9,ml,10,248.399980128002,0.9926384,1.1,ak,ak11166173,2014-02-22T00:21:06.134Z,"139km S of False Pass, Alaska",earthquake
2014-02-17T21:36:44.000Z,56.7435,-156.2443,50.6,3.1,ml,10,244.799980416002,1.003418,1.01,ak,ak11166099,2014-02-18T05:39:20.666Z,"109km NNW of Chirikof Island, Alaska",earthquake
2014-02-17T20:16:21.000Z,54.7937,-157.0459,31.1,3.6,ml,,212,1.307,1.05,us,usc000ms7w,2014-02-19T17:45:06.922Z,"146km SW of Chirikof Island, Alaska",earthquake
2014-02-17T20:03:33.000Z,53.87,-164.4414,61.1,2.6,ml,11,223.199982144001,0.6072611,0.38,ak,ak11168525,2014-02-22T02:09:47.493Z,"92km ESE of Akutan, Alaska",earthquake
2014-02-17T18:32:22.000Z,53.4712,-163.5901,25.3,2.6,ml,13,237.599980992002,1.157928,0.69,ak,ak11168514,2014-02-22T02:09:04.459Z,"153km S of False Pass, Alaska",earthquake
2014-02-17T18:32:19.020Z,-22.3541,171.6244,124.51,4.8,mb,,111,4.933,0.82,us,usc000ms40,2014-02-19T17:38:51.000Z,"44km W of Ile Hunter, New Caledonia",earthquake
2014-02-17T17:54:46.000Z,53.4441,-163.5479,20,2.6,ml,13,241.199980704002,1.193861,0.73,ak,ak11168511,2014-02-22T02:09:25.733Z,"156km S of False Pass, Alaska",earthquake
2014-02-17T16:47:49.000Z,53.3705,-163.5089,25.7,2.8,ml,7,244.799980416002,1.268421,0.62,ak,ak11165800,2014-02-18T00:50:22.699Z,"164km S of False Pass, Alaska",earthquake
2014-02-17T16:44:14.400Z,18.381,-66.9785,17,2.7,Md,24,129.6,0.1527136,0.14,pr,pr14048004,2014-02-18T00:46:42.740Z,"5km NNE of San Sebastian, Puerto Rico",earthquake
2014-02-17T16:23:27.600Z,31.6783333,-115.672,0.03,2.53,ml,5,320,0.9693,0.14,ci,ci15467865,2014-02-20T18:31:25.355Z,"77km SW of Alberto Oviedo Mota, Mexico",earthquake
2014-02-17T14:54:15.000Z,53.4183,-163.544,28.6,2.6,ml,13,241.199980704002,1.217217,0.55,ak,ak11168499,2014-02-22T02:07:57.577Z,"159km S of False Pass, Alaska",earthquake
2014-02-17T14:37:30.460Z,35.778,-97.473,5,2.7,ml,,,,0.45,us,usc000msxx,2014-02-18T19:47:01.000Z,"11km SSW of Guthrie, Oklahoma",earthquake
2014-02-17T14:19:13.530Z,35.8175,-97.4925,5,3,mb_lg,,101,0.037,0.57,us,usc000ms02,2014-02-18T04:59:44.466Z,"9km SW of Guthrie, Oklahoma",earthquake
2014-02-17T14:02:22.000Z,19.104,-64.9045,13,2.5,Md,6,291.6,0.73572022,0.18,pr,pr14048003,2014-02-17T22:04:49.523Z,"81km NNW of Road Town, British Virgin Islands",earthquake
2014-02-17T13:59:36.360Z,53.5403,-163.6478,17.53,5,mb,,65,1.325,0.96,us,usc000mrzt,2014-02-17T22:02:14.205Z,"146km S of False Pass, Alaska",earthquake
2014-02-17T12:57:39.420Z,35.7708,-97.4434,7.12,3.4,mb_lg,,59,0.027,0.7,us,usc000mrza,2014-02-18T09:11:58.227Z,"12km S of Guthrie, Oklahoma",earthquake
2014-02-17T12:12:03.150Z,-17.8645,-173.1518,10,4.9,mb,,124,17.651,0.52,us,usc000mrz2,2014-02-17T20:14:34.667Z,"123km NE of Neiafu, Tonga",earthquake
2014-02-17T11:06:00.810Z,-28.9566,-69.7924,100.19,4.7,mb,,107,1.496,0.76,us,usc000mryd,2014-02-17T19:08:27.999Z,"103km ESE of Vallenar, Chile",earthquake
2014-02-17T10:32:40.000Z,53.4112,-163.5262,25.6,2.5,ml,9,280.799977536002,1.228895,0.39,ak,ak11168480,2014-02-22T02:08:19.827Z,"160km S of False Pass, Alaska",earthquake
2014-02-17T10:18:28.200Z,18.7169,-66.2248,59,2.7,Md,5,237.6,0.62253249,0.1,pr,pr14048002,2014-02-17T18:21:08.559Z,"28km N of Dorado, Puerto Rico",earthquake
2014-02-17T10:17:41.000Z,53.4533,-163.5965,20,2.5,ml,13,237.599980992002,1.172301,0.95,ak,ak11168478,2014-02-22T02:07:35.399Z,"156km S of False Pass, Alaska",earthquake
2014-02-17T09:41:34.620Z,6.5359,-71.6861,27.66,5.7,mb,,24,1.507,0.96,us,usc000mry2,2014-02-18T21:30:40.000Z,"9km NNE of Tame, Colombia",earthquake
2014-02-17T09:36:59.000Z,53.3965,-163.5219,25.5,2.6,ml,13,241.199980704002,1.301659,0.26,ak,ak11168475,2014-02-22T02:08:40.148Z,"162km S of False Pass, Alaska",earthquake
2014-02-17T08:24:21.820Z,35.757,-97.5234,5,2.7,mb_lg,,59,0.068,0.82,us,usc000mrx5,2014-02-17T20:56:32.843Z,"12km NNW of Edmond, Oklahoma",earthquake
2014-02-17T07:40:49.990Z,35.7716,-97.4955,5,2.5,mb_lg,,81,0.041,0.63,us,usc000mt9x,2014-02-19T08:05:24.748Z,"13km N of Edmond, Oklahoma",earthquake
2014-02-17T05:55:58.780Z,18.5549,120.427,10.41,5.8,mwp,,79,4.285,1.24,us,usc000mruf,2014-02-18T23:21:47.000Z,"18km WNW of Davila, Philippines",earthquake
2014-02-17T05:37:13.060Z,35.7876,-97.4471,9.98,3,mb_lg,,115,0.011,0.19,us,usc000mru0,2014-02-17T16:16:08.196Z,"10km S of Guthrie, Oklahoma",earthquake
2014-02-17T05:31:06.270Z,35.7951,-97.4326,5,2.9,mb_lg,,111,0.018,0.67,us,usc000mrtq,2014-02-17T13:33:37.632Z,"9km S of Guthrie, Oklahoma",earthquake
2014-02-17T05:27:46.780Z,-22.5708,-174.8886,72.67,4.9,mb,,55,7.187,0.78,us,usc000mrtv,2014-02-18T00:34:53.000Z,"137km S of `Ohonua, Tonga",earthquake
2014-02-17T04:54:59.000Z,35.776,-97.469,7.4,3.8,mwr,,,,1.31,us,usc000mrse,2014-02-22T05:58:40.433Z,"12km SSW of Guthrie, Oklahoma",earthquake
2014-02-17T04:03:25.000Z,59.4139,-152.8165,97.5,2.6,ml,33,104.399991648001,0.3126137,0.45,ak,ak11165382,2014-02-17T12:06:06.952Z,"68km SW of Anchor Point, Alaska",earthquake
2014-02-17T03:26:40.000Z,55.5246,-160.5092,77,4,mb,,111,0.176,1.24,us,usc000mrrb,2014-02-20T01:12:41.556Z,"20km N of Sand Point, Alaska",earthquake
2014-02-17T02:18:57.200Z,17.9997,-68.4369,83,3.3,Md,17,273.6,0.51383634,0.4,pr,pr14048001,2014-02-20T00:39:00.000Z,"45km SSE of Boca de Yuma, Dominican Republic",earthquake
2014-02-17T01:56:04.300Z,18.2187,-65.9698,8,3,Md,24,86.4,0.13744224,0.23,pr,pr14048000,2014-02-20T01:24:35.000Z,"3km NNW of San Lorenzo, Puerto Rico",earthquake
2014-02-17T01:06:06.130Z,-30.2561,-177.9289,39.37,5.6,mb,,60,1.007,1.4,us,usc000mrqi,2014-02-18T20:59:01.000Z,"109km S of Raoul Island, New Zealand",earthquake
2014-02-17T00:46:59.160Z,-14.8182,167.2066,124.95,4.9,mb,,51,0.625,0.73,us,usc000mrqd,2014-02-17T08:49:34.600Z,"30km NNE of Port-Olry, Vanuatu",earthquake
2014-02-17T00:34:31.780Z,-31.6132,-71.9686,9.98,5.1,mb,,54,1.752,0.72,us,usc000mrq6,2014-02-21T04:46:57.474Z,"76km W of Illapel, Chile",earthquake
2014-02-17T00:04:07.550Z,13.2934,-90.8412,35.28,4.4,mb,,165,1.476,1.32,us,usc000mrpm,2014-02-17T08:06:40.959Z,"69km S of Puerto San Jose, Guatemala",earthquake
2014-02-16T23:07:50.370Z,13.3821,-90.7851,35.38,4.4,mb,,159,1.437,1.21,us,usc000mrny,2014-02-17T07:10:29.439Z,"60km S of Puerto San Jose, Guatemala",earthquake
2014-02-16T22:34:07.000Z,50.3196,-175.1331,4.9,2.8,ml,7,298.799976096002,1.735545,0.73,ak,ak11167663,2014-02-21T00:59:11.256Z,"203km SSE of Adak, Alaska",earthquake
2014-02-16T22:30:24.490Z,25.7405,123.7265,285.91,4.1,mb,,184,1.424,0.38,us,usc000mrnk,2014-02-17T06:32:58.762Z,"158km NNE of Yonakuni, Japan",earthquake
2014-02-16T20:23:35.800Z,33.8301,-82.0657,7,3,mwr,20,107.999991360001,0.2066125,0.38,se,se022814d,2014-02-28T19:01:11.018Z,"12km W of Edgefield, South Carolina",earthquake
2014-02-16T20:13:16.040Z,12.3915,-88.1908,66.34,4.2,mb,,193,1.881,1,us,usc000mrlp,2014-02-17T19:50:09.173Z,"89km WSW of Jiquilillo, Nicaragua",earthquake
2014-02-16T19:22:02.170Z,9.6886,-84.4256,40.81,4.6,mb,,218,0.439,1.41,us,usc000mrlb,2014-02-17T19:44:12.370Z,"21km SW of San Rafael Abajo, Costa Rica",earthquake
2014-02-16T19:19:42.000Z,55.2977,-162.0883,156,2.7,ml,8,179.999985600001,0.1060012,0.38,ak,ak11167653,2014-02-20T02:02:18.614Z,"42km ENE of Cold Bay, Alaska",earthquake
2014-02-16T18:17:40.200Z,19.5447,-65.226,64,3.2,Md,6,295.2,1.21362395,0.2,pr,pr14047003,2014-02-17T02:21:14.309Z,"136km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2014-02-16T17:59:27.100Z,18.5774,-64.6214,7,2.5,Md,5,288,0.15900181,0.11,pr,pr14047002,2014-02-17T02:01:56.070Z,"17km N of Road Town, British Virgin Islands",earthquake
2014-02-16T17:24:13.000Z,38.7808,-122.7215,2.3,2.7,Md,,28.8,0.00898315,0.06,nc,nc72168971,2014-02-20T04:57:08.112Z,"3km E of The Geysers, California",earthquake
2014-02-16T16:31:04.500Z,35.8723,-121.4943,9.7,3.2,Ml,,190.8,0.10779783,0.13,nc,nc72168931,2014-02-18T06:16:11.961Z,"37km NW of San Simeon, California",earthquake
2014-02-16T15:33:44.000Z,67.2643,-157.4305,22.9,3,ml,33,154.799987616001,1.938564,0.67,ak,ak11165159,2014-02-20T01:59:39.658Z,"46km NNW of Kobuk, Alaska",earthquake
2014-02-16T14:50:04.000Z,58.4714,-155.9626,165.6,2.6,ml,15,172.799986176001,0.5273111,0.6,ak,ak11167633,2014-02-20T02:01:57.711Z,"47km ESE of King Salmon, Alaska",earthquake
2014-02-16T14:41:42.000Z,61.6637,-146.9541,19.8,2.8,ml,71,39.5999968320003,0.2443418,0.74,ak,ak11165128,2014-02-20T02:02:39.287Z,"67km NNW of Valdez, Alaska",earthquake
2014-02-16T14:22:06.290Z,-6.96,146.8202,90.35,5.1,mb,,19,2.452,0.84,us,usc000mrie,2014-02-16T16:28:51.249Z,"31km SW of Lae, Papua New Guinea",earthquake
2014-02-16T13:50:23.150Z,-44.1404,168.3338,10.48,4.7,mb,,63,1.232,0.65,us,usc000mria,2014-02-16T21:52:50.412Z,"89km NW of Wanaka, New Zealand",earthquake
2014-02-16T13:16:20.000Z,60.6227,-151.4617,71.6,2.9,ml,57,57.5999953920004,0.2093075,0.89,ak,ak11165116,2014-02-20T02:02:59.402Z,"12km SW of Nikiski, Alaska",earthquake
2014-02-16T12:48:34.180Z,13.3645,-90.748,34.84,4.6,mb,,172,1.473,1.15,us,usc000mri3,2014-02-16T20:51:02.257Z,"62km S of Puerto San Jose, Guatemala",earthquake
2014-02-16T12:00:23.660Z,4.8933,126.1235,122.04,4.9,mb,,50,2.228,1.07,us,usc000mri0,2014-02-16T20:02:58.334Z,"92km SE of Sarangani, Philippines",earthquake
2014-02-16T11:26:47.310Z,7.2171,-74.8183,78.75,4.3,mb,,49,1.216,1.04,us,usb000mycw,2014-03-02T09:07:36.000Z,"20km NW of Segovia, Colombia",earthquake
2014-02-16T11:25:38.000Z,58.988,-154.4111,127.7,3,ml,86,111.599991072001,0.4581408,0.76,ak,ak11165073,2014-02-26T13:54:50.000Z,"89km SSE of Old Iliamna, Alaska",earthquake
2014-02-16T11:22:59.660Z,23.0284,142.3817,136.83,4.5,mb,,81,4.053,0.77,us,usc000mrhp,2014-03-02T08:56:24.000Z,"221km SSE of Iwo Jima, Japan",earthquake
2014-02-16T11:20:54.580Z,35.778,-97.476,5,2.6,ml,,,,0.65,us,usc000mt9i,2014-02-19T07:39:45.000Z,"12km SSW of Guthrie, Oklahoma",earthquake
2014-02-16T10:54:43.800Z,17.8752,-65.6865,12,2.6,Md,4,298.8,0.25422323,0.03,pr,pr14047001,2014-02-26T13:46:31.000Z,"24km SE of Emajagua, Puerto Rico",earthquake
2014-02-16T10:50:03.580Z,-7.7898,106.5359,67.47,4.6,mb,,60,1.289,0.97,us,usc000mrgt,2014-03-02T08:43:07.000Z,"45km SSW of Buniasih, Indonesia",earthquake
2014-02-16T09:55:50.671Z,39.2139,-115.4531,0.9249,2.91,ml,5,112.11,0.871,0.0887,nn,nn00438595,2014-02-27T20:01:08.406Z,"48km W of Ely, Nevada",earthquake
2014-02-16T09:22:03.900Z,-0.0829,129.3811,36.07,4.3,mb,,85,2.04,0.63,us,usb000myct,2014-03-01T14:05:33.000Z,"226km WNW of Sorong, Indonesia",earthquake
2014-02-16T08:39:56.660Z,35.78,-97.479,5,2.6,ml,,,,1.13,us,usc000mt9c,2014-02-19T07:02:06.000Z,"12km SSW of Guthrie, Oklahoma",earthquake
2014-02-16T08:25:53.410Z,-60.2846,-46.8965,9.94,4.8,mb,,55,8.237,0.9,us,usc000mrft,2014-02-16T09:37:27.000Z,"Scotia Sea",earthquake
2014-02-16T07:04:06.000Z,56.4422,-156.4421,56.5,3.3,ml,45,86.3999930880005,0.7689579,0.73,ak,ak11165028,2014-02-20T02:00:16.703Z,"85km NW of Chirikof Island, Alaska",earthquake
2014-02-16T06:18:24.000Z,52.2563,-176.0048,178.9,2.6,ml,13,187.199985024001,0.216494,0.29,ak,ak11167612,2014-02-21T00:58:29.798Z,"61km NE of Adak, Alaska",earthquake
2014-02-16T04:03:16.000Z,51.2167,-179.0144,38.9,4.2,ml,19,305.999975520002,0.5874982,0.68,ak,ak11165003,2014-02-20T02:04:43.814Z,"8km SE of Amatignak Island, Alaska",earthquake
2014-02-16T02:53:07.610Z,-19.0329,-175.3636,183.69,4.8,mb,,86,5.142,1.11,us,usc000mre2,2014-02-16T10:55:42.549Z,"136km NW of Pangai, Tonga",earthquake
2014-02-16T01:56:25.000Z,52.5405,-174.3933,181.4,2.7,ml,10,241.199980704002,0.247935,0.32,ak,ak11167594,2014-02-21T00:58:50.458Z,"40km NNW of Atka, Alaska",earthquake
2014-02-16T01:51:47.790Z,35.7764,-97.4862,5.08,3.5,mb_lg,,80,0.032,0.44,us,usc000mrdm,2014-02-23T03:34:57.755Z,"12km SSW of Guthrie, Oklahoma",earthquake
2014-02-16T00:31:43.000Z,52.4683,-179.635,181.1,2.9,ml,9,316.799974656002,0.8740608,0.32,ak,ak11167588,2014-02-21T00:59:31.701Z,"77km NE of Semisopochnoi Island, Alaska",earthquake
2014-02-16T00:19:23.400Z,50.6649,-129.8966,10,4.1,mb,,152,1.887,0.88,us,usc000mrdf,2014-02-16T08:22:09.187Z,"175km W of Port Hardy, Canada",earthquake
2014-02-15T23:20:46.630Z,37.2485,-97.6409,5,3.1,mb_lg,,136,0.791,0.74,us,usc000mt94,2014-02-19T06:32:18.000Z,"15km S of Conway Springs, Kansas",earthquake
2014-02-15T23:09:56.000Z,54.1894,-160.3006,42.4,2.9,ml,8,233.999981280001,0.7617714,0.87,ak,ak11168671,2014-02-22T02:01:04.596Z,"82km SW of Chernabura Island, Alaska",earthquake
2014-02-15T22:19:09.160Z,11.3819,-86.7125,55.87,4.4,mb,,170,1.615,0.6,us,usc000mrbp,2014-02-15T23:58:09.150Z,"49km SSW of Masachapa, Nicaragua",earthquake
2014-02-15T22:01:51.000Z,52.3905,-169.941,7.4,2.6,ml,9,349.199972064002,0.877654,0.61,ak,ak11168666,2014-02-22T02:00:42.975Z,"57km ESE of Yunaska Island, Alaska",earthquake
2014-02-15T21:46:46.300Z,19.0867,-66.8069,70,3,Md,6,291.6,0.73661853,0.27,pr,pr14046011,2014-02-16T05:49:13.845Z,"66km N of Hatillo, Puerto Rico",earthquake
2014-02-15T21:24:45.610Z,36.4313,70.8232,112.97,4.5,mb,,77,0.72,1.22,us,usc000mram,2014-02-16T05:27:12.112Z,"44km N of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",earthquake
2014-02-15T21:09:02.050Z,50.6945,-129.6197,10.02,4.1,mb,,164,1.765,1.03,us,usc000mra8,2014-02-16T05:11:40.455Z,"155km W of Port Hardy, Canada",earthquake
2014-02-15T21:07:32.400Z,19.0233,-65.1341,15,2.6,Md,10,252,0.68990614,0.2,pr,pr14046010,2014-02-16T05:09:58.431Z,"78km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2014-02-15T19:18:42.900Z,19.5706,-66.2807,30,3.2,Md,14,266.4,1.11211432,0.25,pr,pr14046008,2014-02-16T03:21:23.153Z,"122km N of Brenas, Puerto Rico",earthquake
2014-02-15T17:17:43.000Z,18.8276,-67.8933,81,3.6,Md,28,316.8,0.82195848,0.43,pr,pr14046006,2014-02-19T18:46:34.000Z,"60km ENE of Punta Cana, Dominican Republic",earthquake
2014-02-15T16:54:48.300Z,19.3437,-155.0945,6.8,2.6,Ml,,154.8,0.03593261,0.15,hv,hv60641596,2014-02-19T00:52:35.597Z,"17km ESE of Volcano, Hawaii",earthquake
2014-02-15T16:34:50.000Z,60.1939,-151.8131,59,2.8,ml,49,43.1999965440003,0.5264128,0.65,ak,ak11164017,2014-02-16T00:37:17.961Z,"34km SW of Cohoe, Alaska",earthquake
2014-02-15T16:23:42.600Z,19.1774,-64.4925,44,3,Md,5,331.2,0.92975632,0.12,pr,pr14046007,2014-02-16T00:26:17.705Z,"85km N of Road Town, British Virgin Islands",earthquake
2014-02-15T16:12:46.000Z,60.2065,-151.7916,57.8,3.3,ml,67,39.5999968320003,0.530006,0.76,ak,ak11163980,2014-02-16T00:15:28.248Z,"32km SW of Cohoe, Alaska",earthquake
2014-02-15T15:50:25.500Z,19.4063,-155.2775,0.5,2.6,Ml,,46.8,0.00898315,0.21,hv,hv60641581,2014-02-15T23:52:53.884Z,"4km WSW of Volcano, Hawaii",earthquake
2014-02-15T15:22:58.000Z,61.0149,-153.0284,4.5,3.4,ml,38,71.9999942400005,0.398852,0.78,ak,ak11163890,2014-02-15T23:26:00.800Z,"61km NNW of Redoubt Volcano, Alaska",earthquake
2014-02-15T14:24:22.000Z,60.3168,-147.7987,6.1,2.7,ml,35,169.199986464001,0.6009729,0.6,ak,ak11163795,2014-02-15T22:28:24.244Z,"70km SE of Whittier, Alaska",earthquake
2014-02-15T13:57:34.300Z,18.5224,-67.9739,106,2.8,Md,10,180,0.38627557,0.34,pr,pr14046005,2014-02-15T22:00:03.198Z,"45km E of Punta Cana, Dominican Republic",earthquake
2014-02-15T13:47:53.600Z,18.6681,-65.707,72,3,Md,18,198,0.41771661,0.12,pr,pr14046004,2014-02-15T21:51:10.143Z,"30km NNE of Vieques, Puerto Rico",earthquake
2014-02-15T12:52:37.300Z,-22.5695,-68.601,102.5,5,mb,,45,0.289,0.88,us,usc000mr5l,2014-02-16T02:01:01.000Z,"36km ESE of Calama, Chile",earthquake
2014-02-15T12:44:06.030Z,52.9038,-169.6811,10,4.3,mb,,163,0.504,1.1,us,usc000mr5h,2014-02-15T20:47:49.413Z,"54km W of Nikolski, Alaska",earthquake
2014-02-15T12:32:58.340Z,35.8788,82.3884,10,4.7,mb,,106,7.433,0.53,us,usc000mr5c,2014-02-15T12:52:37.000Z,"258km ESE of Hotan, China",earthquake
2014-02-15T12:21:13.000Z,58.7333,-153.8642,8.7,2.6,ml,18,111.599991072001,0.1086961,0.69,ak,ak11163621,2014-02-15T20:23:39.943Z,"128km SSE of Old Iliamna, Alaska",earthquake
2014-02-15T10:37:00.200Z,19.0275,-66.8595,54,2.9,Md,10,280.8,0.6054645,0.1,pr,pr14046003,2014-02-15T18:40:42.347Z,"60km N of Hatillo, Puerto Rico",earthquake
2014-02-15T10:23:53.300Z,44.7742,-111.0835,8.2,3,Ml,,79.2,0.02694946,0.17,uu,uu60055922,2014-02-18T15:59:10.914Z,"12km N of West Yellowstone, Montana",earthquake
2014-02-15T09:00:32.440Z,-32.6704,-179.7081,65.19,4.9,mb,,75,5.144,0.59,us,usc000mr42,2014-02-15T17:03:04.223Z,"157km SSW of L'Esperance Rock, New Zealand",earthquake
2014-02-15T08:30:53.600Z,-32.3187,-179.3994,25.82,4.7,mb,,90,5.559,0.87,us,usb000my8c,2014-03-01T12:50:10.000Z,"108km SSW of L'Esperance Rock, New Zealand",earthquake
2014-02-15T08:18:57.500Z,38.25,20.365,15,4.3,mb,,,,1.9,us,usc000mr3l,2014-03-01T12:21:25.000Z,"7km NW of Lixourion, Greece",earthquake
2014-02-15T07:47:55.540Z,-11.3166,-166.8164,15.03,4.5,mb,,168,5.485,0.87,us,usb000my8j,2014-03-01T12:15:51.000Z,"117km WSW of Pukapuka, Cook Islands",earthquake
2014-02-15T07:39:13.860Z,-14.1668,167.5095,156.56,4.4,mb,,138,1.306,0.99,us,usb000my8b,2014-03-01T12:06:16.000Z,"31km S of Sola, Vanuatu",earthquake
2014-02-15T07:34:12.770Z,-32.3392,-179.5308,35.99,4.4,mb,,125,5.504,0.85,us,usb000my89,2014-03-01T11:45:22.000Z,"116km SSW of L'Esperance Rock, New Zealand",earthquake
2014-02-15T07:31:17.200Z,38.216,20.377,16,5,mb,,,,1.56,us,usc000mr39,2014-03-01T11:33:19.000Z,"5km WNW of Lixourion, Greece",earthquake
2014-02-15T06:16:22.770Z,1.5186,126.1029,80.08,4.1,mb,,152,1.465,0.63,us,usb000my87,2014-03-01T11:22:50.000Z,"102km E of Bitung, Indonesia",earthquake
2014-02-15T04:24:25.600Z,17.8987,-68.4432,93,3.3,Md,11,277.2,0.61444765,0.34,pr,pr14046000,2014-02-15T12:27:04.732Z,"55km SSE of Boca de Yuma, Dominican Republic",earthquake
2014-02-15T03:23:38.200Z,33.8166,-82.092,5.2,4.1,mwr,21,111.599991072001,0.2245788,0.38,se,se022814c,2014-03-03T08:05:07.993Z,"12km WNW of Edgefield, South Carolina",earthquake
